2121	4
4266	4
4505	4
5826	4
6499	4
6500	4
6499	5
6524	4
6525	4
6524	5
6568	4
6642	4
8075	4
8076	4
8075	5
8120	4
8121	4
8120	5
8906	4
9351	4
9352	4
9351	5
9495	4
10528	4
10541	4
10542	4
10543	4
10541	5
10542	5
10541	6
10815	4
10816	4
10817	4
10818	4
10819	4
10820	4
10821	4
10822	4
10815	5
10816	5
10817	5
10818	5
10819	5
10820	5
10821	5
10815	6
10816	6
10817	6
10818	6
10819	6
10820	6
10815	7
10816	7
10817	7
10818	7
10819	7
10815	8
10816	8
10817	8
10818	8
10815	9
10816	9
10817	9
10815	10
10816	10
10815	11
10898	4
10899	4
10898	5
10947	4
10948	4
10947	5
11306	4
11775	4
11776	4
11777	4
11775	5
11776	5
11775	6
13085	4
13126	4
13127	4
13126	5
13478	4
15229	4
15398	4
15449	4
16533	4
16788	4
16789	4
16788	5
16880	4
17436	4
17437	4
17438	4
17439	4
17440	4
17441	4
17442	4
17443	4
17444	4
17436	5
17437	5
17438	5
17439	5
17440	5
17441	5
17442	5
17443	5
17436	6
17437	6
17438	6
17439	6
17440	6
17441	6
17442	6
17436	7
17437	7
17438	7
17439	7
17440	7
17441	7
17436	8
17437	8
17438	8
17439	8
17440	8
17436	9
17437	9
17438	9
17439	9
17436	10
17437	10
17438	10
17436	11
17437	11
17436	12
17474	4
17764	4
17765	4
17764	5
18191	4
18192	4
18191	5
18843	4
18844	4
18843	5
20352	4
20353	4
20354	4
20352	5
20353	5
20352	6
20433	4
20434	4
20433	5
21075	4
22234	4
22479	4
23008	4
23147	4
23706	4
23763	4
24271	4
24304	4
24448	4
24770	4
24771	4
24770	5
24905	4
25176	4
25359	4
25573	4
25768	4
25946	4
26191	4
26237	4
26440	4
26579	4
27197	4
27198	4
27199	4
27197	5
27198	5
27197	6
27353	4
27354	4
27353	5
27936	4
28319	4
28337	4
28338	4
28337	5
28374	4
28382	4
28432	4
28433	4
28432	5
28736	4
29273	4
31374	4
31385	4
31472	4
31572	4
31793	4
31794	4
31795	4
31796	4
31793	5
31794	5
31795	5
31793	6
31794	6
31793	7
32867	4
33323	4
33665	4
34223	4
34224	4
34225	4
34223	5
34224	5
34223	6
34533	4
35999	4
36975	4
37199	4
37608	4
37750	4
37751	4
37750	5
37970	4
38349	4
39419	4
40440	4
41230	4
41245	4
41867	4
43091	4
43092	4
43091	5
43436	4
44105	4
46131	4
46132	4
46131	5
47774	4
47788	4
48041	4
49541	4
49664	4
50712	4
51286	4
51287	4
51286	5
52430	4
52863	4
54765	4
54991	4
54992	4
54991	5
55282	4
55283	4
55282	5
56804	4
56805	4
56804	5
57053	4
57300	4
57825	4
57962	4
58402	4
58476	4
58661	4
58662	4
58663	4
58661	5
58662	5
58661	6
58707	4
58838	4
58839	4
58838	5
58934	4
60157	4
60705	4
60706	4
60705	5
60840	4
60962	4
60969	4
60970	4
60969	5
61112	4
61478	4
62925	4
62926	4
62925	5
62941	4
63036	4
63037	4
63038	4
63036	5
63037	5
63036	6
63128	4
63129	4
63128	5
63192	4
63193	4
63192	5
63691	4
63977	4
63978	4
63977	5
64189	4
64766	4
64767	4
64766	5
65731	4
65797	4
65798	4
65797	5
65807	4
65808	4
65807	5
66016	4
66641	4
67208	4
67285	4
68038	4
68671	4
68672	4
68671	5
70120	4
71703	4
71941	4
72159	4
72690	4
72691	4
72692	4
72690	5
72691	5
72690	6
72725	4
73011	4
73076	4
73570	4
73939	4
73940	4
73939	5
73958	4
73959	4
73958	5
74232	4
74926	4
74927	4
74926	5
75060	4
75061	4
75060	5
76235	4
76519	4
76520	4
76519	5
76629	4
77533	4
79274	4
79601	4
80393	4
80618	4
80647	4
80798	4
81058	4
82373	4
82684	4
83438	4
83979	4
84196	4
84223	4
84224	4
84223	5
84249	4
84250	4
84249	5
84290	4
84885	4
84886	4
84885	5
84975	4
86584	4
86795	4
86975	4
87037	4
87584	4
87639	4
87746	4
87747	4
87746	5
88334	4
89512	4
89680	4
90543	4
90626	4
90653	4
91270	4
91271	4
91270	5
91899	4
92025	4
92031	4
92089	4
94418	4
95174	4
95435	4
95436	4
95435	5
95673	4
95674	4
95675	4
95676	4
95673	5
95674	5
95675	5
95673	6
95674	6
95673	7
95855	4
96208	4
96648	4
96721	4
96853	4
97139	4
97249	4
97364	4
97404	4
97405	4
97404	5
97502	4
97944	4
97945	4
97944	5
98612	4
98613	4
98614	4
98612	5
98613	5
98612	6
98627	4
98784	4
99188	4
99189	4
99188	5
99197	4
99198	4
99197	5
99232	4
99316	4
99434	4
99435	4
99436	4
99437	4
99434	5
99435	5
99436	5
99434	6
99435	6
99434	7
99572	4
99743	4
100055	4
100214	4
100215	4
100216	4
100217	4
100214	5
100215	5
100216	5
100214	6
100215	6
100214	7
100261	4
100556	4
100749	4
100872	4
101037	4
101282	4
101363	4
101450	4
101478	4
101479	4
101478	5
101563	4
101564	4
101563	5
101662	4
101711	4
101751	4
101752	4
101751	5
102030	4
102255	4
102316	4
102335	4
102336	4
102335	5
102411	4
102412	4
102411	5
102746	4
102747	4
102748	4
102749	4
102746	5
102747	5
102748	5
102746	6
102747	6
102746	7
102852	4
103465	4
103912	4
104166	4
104167	4
104168	4
104166	5
104167	5
104166	6
104200	4
104255	4
104256	4
104255	5
104292	4
104293	4
104292	5
104614	4
105151	4
106252	4
108542	4
108543	4
108542	5
109796	4
110655	4
111303	4
111602	4
114065	4
115639	4
116968	4
117343	4
117909	4
117910	4
117909	5
118255	4
121374	4
121738	4
121858	4
122532	4
122844	4
123175	4
123176	4
123175	5
123426	4
123590	4
123591	4
123590	5
123617	4
123819	4
123982	4
124095	4
124382	4
124591	4
124933	4
124934	4
124933	5
125818	4
125848	4
126030	4
126052	4
126066	4
126779	4
126898	4
126899	4
126898	5
126919	4
126920	4
126919	5
127142	4
127549	4
127669	4
127670	4
127671	4
127669	5
127670	5
127669	6
127679	4
127693	4
128641	4
129234	4
129592	4
129593	4
129592	5
129749	4
130023	4
130103	4
130559	4
131179	4
131186	4
131828	4
132275	4
132759	4
132760	4
132759	5
132990	4
132991	4
132990	5
133062	4
133559	4
133560	4
133559	5
133708	4
133764	4
133765	4
133766	4
133764	5
133765	5
133764	6
134792	4
135597	4
136547	4
138670	4
138671	4
138670	5
138840	4
139976	4
139977	4
139978	4
139976	5
139977	5
139976	6
140456	4
140457	4
140456	5
140584	4
140620	4
141331	4
141418	4
141506	4
141566	4
141636	4
141670	4
141671	4
141670	5
141723	4
142279	4
